difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	item1	item2	item3	comp_aspect1	comp_aspect2	comp	question	non-serious	navigational	spelling	rude	not question	dataset

																	top 20 busiest airports in the united states						g

																	who picks the chief justice of the supreme court						g

																	winners of dancing with the stars ireland 2018						g

																	keynesian macroeconomists would likely argue that the classical model is which of the following						g

																	where is area code 508 located in the us						g

																	fall down 9 times get up 10 meaning						g

																	what type of current do electronic circuits in computers need						g

																	problem 3. what are the two types of solid solution what is the difference between them						g

																	plot summary of gods are not to blame						g

																	when does mac and devin 2 come out						g

																	when was jack sparrow added to the ride						g

																	list of countries that have walked on the moon						g

																	once upon a time who is dr whale						g

																	mark major disaster prone areas in the outline map of india						g

																	where does the governor of new jersey live						g

																	amd® bristol ridge apu dual core processor a9-9400						g

																	name the procedure used in the working of an artificial kidney						g

																	what is the point of a toll road						g

																	natural numbers whole numbers integers rational numbers irrational numbers real numbers						g

																	you have to sit on one and eat the other						g

																	office of the department of defense inspector general						g

																	what's the name of the lead singer of acdc						g

																	what years were the super bowl in new orleans						g

																	the real estate settlement procedures act states all of the following except						g

																	when did the allies start to win ww2						g

																	who hit six sixes in an over in one day international						g

																	who is the movie the natural based on						g

																	computing-tabulating-recording company did checkmate (name of the computer) fathom blue						g

																	what channel is the yankee game on on the radio						g

																	which countries were capitalist during the cold war						g

																	where did the butterfly effect get its name						g

																	who used to host whose line is it anyway						g

																	what is the role of the cabinet dependent on						g

																	river that joins the ouse to form humber estuary						g

																	what's the meaning of the name roman						g

																	what italian port city is built on islands						g

																	who is the book of proverbs addressed to						g

																	who played thumper in the james bond movie diamonds are forever						g

																	which u.s. supreme court case required states to use the exclusionary rule						g

																	which national park is the principal natural habitat of rhinoceros						g

																	un convention on the law of the seas						g

																	who does the voice of tamatoa from moana						g

																	when did the human population reached 1 million						g

																	when did mcdonalds breakfast start in the uk						g

																	who wants to be a millionaire question archive						g

																	what do the stripes mean on the united states flag						g

																	when magic kingdom first opened how much did a 7 ride coupon cost						g

																	who wrote you never call me by my name						g

																	in mama why did the dad kill the mom						g

																	what is the largest city by area in the world						g

																	where did the battle of petersburg take place						g

																	what is the main advantage of the signal analysis in time domain						g

																	where is the united states supreme court located						g

																	i just sit here watching the wheels go round and round						g

																	where is the most tobacco grown in the us						g

																	when did h2o just add water come out						g

																	aqueous carbonic acid is obtained by the reaction of carbon dioxide gas and liquid water						g

																	when did the bahamas join the commonwealth of nations						g

																	who played mike on fast times at ridgemont high						g

																	who plays lead guitar on you never give me your money						g

																	how did the blue whale get its name						g

																	the functions of the united nations include all but which of the following						g

																	where is wall street located in new york city						g

																	when was september by earth wind and fire written						g

																	facts about greg from diary of a wimpy kid						g

																	what happens at the end of full metal jacket						g

																	there is many a slip between the cup and the lip meaning in english						g

																	last episode of games of thrones season 6						g

																	a group of singers with ho in it						g

																	who is the youngest player to have scored a goal in the fifa world cup						g

																	when did the old guy on pawn stars die						g

																	what does the rock on sign mean in sign language						g

																	how long not long rage against the machine						g

																	why is alabama the crimson tide and an elephant						g

																	how many episodes of one pieve are there						g

																	how the internet can manipulate the privacy rights and personal data of a person						g

																	this country is not part of the united kingdom						g

																	take me to the church on time song						g

																	where does the civil liberties act place the blame for the internment of u.s. citizens						g

																	when did john snow come back to life						g

																	when was ares the god of war born						g

																	who's picture is on the $50 bill						g

																	who does simon fall in love with in love simon						g

																	what is yiruma river flows in you about						g

																	where is testosterone secreted in the body of the human male						g

																	liberal arts philosophy and vocational philosophy of higher education						g

																	who wrote bluebirds over the white cliffs of dover						g

																	what is the classification of a komodo dragon						g

																	name 3 towns on the coast of the mediterranean sea						g

																	what is the most popular food in romania						g

																	the markets first response to a decrease in supply						g

																	who are the names of the week named after						g

																	who played wendy in make it or break it						g

																	who presides over the joint session of lok sabha and rajya sabha						g

																	most file management commands that can be accessed by right-clicking can be found on the menu						g

																	the monitor defeated the merrimac at hampton roads in the first battle of the civil war						g

																	why do they tape your eyes in surgery						g

																	when does ncaa men's basketball poll come out						g

																	building a house on sand verse in the bible						g

																	who did the music for in the heat of the night						g

																	the new cast of real housewives of atlanta						g

																	who is the current president of un general assembly						g

																	the right to be forgotten is the right to have an imperfect past						g

																	most points in a season by an nhl player						g

																	what is the theme of theodore boone the abduction						g

																	who do you think you are season 13 uk						g

																	the office jim and pam first kiss episode						g

																	who sang i lost my heart in san francisco						g

																	frank sinatra standard first head in guys and dolls						g

																	who was tha first home minister of india						g

																	how many episodes of netflix castlevania are there						g

																	when was the poem nothing's changed written						g

																	who has the most slam dunk contest wins						g

																	past winners of time magazine person of the year						g

																	how does staphylococcus aureus cause toxic shock syndrome						g

																	2 forms of id for social security card						g

																	the intersection of the humboldt baseline and meridian is in						g

																	where is the origin of the orange river						g

																	where was star wars revenge of the sith filmed						g

																	who starred in the original movie the blob						g

																	is there a better call saul season 3						g

																	the fusion of the male pronucleus and the female pronucleus results in development of						g

																	the kinks rock and roll hall of fame induction						g

																	who has the most women's ncaa basketball championships						g

																	where do honeydew melons grow in the usa						g

																	who gives the most to charity in the world						g

																	where is the aoss button on the ps4						g

																	in which mitotic phase do the chromosomes condense and does the mitotic spindle begin to form						g

																	bible verse about taking care of the birds						g

																	who played abraham on law and order svu						g

																	which man served in the house of representatives for 17 years after his term as president						g

																	who sang the theme song for james bond the spy who loved me						g

																	who plays michael's sister in the godfather						g

																	who got the most land in the berlin conference						g

																	which types of cells have genetic material that is contained in the nucleus						g

																	new york new york they named it twice						g

																	which of the following states does not have panchayat raj system						g

																	how did world war ii represent new technology how did this technology affect the outcome of the war						g

																	when did toyota start building cars in the us						g

																	where did the idea of tapas come from						g

																	when water and sediment are emptied out into the river what is this known as						g

																	is it charlie and the chocolate factory or willy wonka and the chocolate factory						g

																	what is an example of government spending in the us economy						g

																	in which direction does the niger river flow						g

																	cause it time it time in time with your time						g

																	how does a g protein coupled receptor work						g

																	what episode is the africa special on top gear						g

																	where was modern family filmed in jackson hole						g

																	what does it mean to be on parole						g

																	who played glinda in last of the summer wine						g

																	where does the hate you give take place						g

																	who plays emily's girlfriend in pretty little liars						g

																	to what humanist from florence is the development of renaissance individualism most closely linked						g

																	meaning of the song the night the lights went out in georgia						g

																	when did hitchhiker's guide to the galaxy come out						g

																	don't throw the baby out with the bath water origin						g

																	who is the actress that played janice on friends						g

																	what is a role of the pacemaker or sinoatrial node (san)						g

																	how did the westminster system get its name						g

																	who played the dad on my three sons						g

																	why was the 20s called the roaring 20s						g

																	who has pitched a perfect game in mlb						g

																	when was the last bear killed in the uk						g

																	when were criminals first used to help create a system to help catch other criminals						g

																	who returns to grey's anatomy season 14						g

																	name something better in the good old days						g

																	total number of nationalised commercial banks in india						g

																	when does season 4 of the flash come out on cw						g

																	what a friend we have in jesus samoan						g

																	an eruption begins when pressure on a large amount of						g

																	who heads the ward councillors in a municipality						g

																	where was the first zila school opened in 1935						g

																	what are the different types of combustion engines						g

																	wood alcohol what other elements are in the compound						g

																	when was the last time a hurricane hit the british isles						g

																	when did the first episode of naruto air						g

																	lou reed walk on the wild side meaning						g

																	national hospital for neurology and neurosurgery queens square						g

																	how you can measure the external factor analysis						g

																	avengers assemble season 4 episode 21 air date						g

																	what are the gun control laws in the us						g

																	who was the actor that played herman munster						g

																	feudalism flourished at its peak during what subdivision of medieval europe						g

																	where was the last of the mohicans written						g

																	where is the nucleus of an adipocyte located						g

																	how many characters can a varchar max hold						g

																	on which island is the uss arizona memorial						g

																	who has held the office of chief ministers for longest term						g

																	who is the voice of the bride of chucky						g

																	what organ system controls the eccrine sweat glands						g

																	who plays prince albert brother in the young victoria						g

																	what powers would the general government have had under the albany plan of union						g

																	whose going to be the next king of england						g

																	is the army corp of engineers part of the army						g

																	was it elena or katherine that kissed damon						g

																	when can an offer to form a unilateral contract be revoked						g

																	what is the smoke point of olive oil						g

																	what does the name yuri mean in korean						g

																	how old do you have to be to buy bullets in michigan						g

																	number of companies listed in indian stock exchange						g

																	the revenant is a remake of what film						g

																	when did the modern slavery act come into force						g

																	where does the secretary bird get its name						g

																	who did kevin durant play for in 2008						g

																	when was the makkah royal clock tower hotel built						g

																	sum of all positive integers from 1 to infinity						g

																	india became member of wipo in which year						g

																	where is the world's largest aquarium located						g

																	who ran 26 miles between marathon and athens						g

																	iss pyaar ko kya naam doon 3 31 july 2017 full episode						g

																	who voices the ugly duckling in chicken little						g

																	who was assigned the task of partitioning india in 1947						g

																	who wrote why dont we do it in the road						g

																	when does gwen stacy find out peter is spider man						g

																	which of the following took place in 1968						g

																	what is the name of currency of bhutan						g

																	when did elf on a shelf come out						g

																	where do most shark attacks happen in the united states						g

																	who is all signed to def jam records						g

																	who won the espy for best female athlete						g

																	who does voice for joe on family guy						g

																	places you cannot carry a gun in tennessee						g

																	who said may we never forget freedom isn't free						g

																	the majority of the atp produced during aerobic respiration						g

																	which of the following countries was the founding member of opec						g

																	what's the operating system for macbook pro						g

																	when did the first big mac come out						g

																	where does out of the dust take place						g

																	george rr martin first game of thrones book						g

																	who plays lee strobel in case for christ						g

																	what is the world record for swimming 100m						g

																	what is the meaning of pollination in science						g

																	who won more matches barcelona vs real madrid						g

																	who won the most filmfare award for best actor						g

																	who was on deck for the shot heard round the world						g

																	who has written the most children's books						g

																	how many casualties were there in world war 1						g

																	when did automatic weapons become legal in the us						g

																	which one of the following is not a description of anasazi communities						g

																	organisation(s) either directly regulate(s) or oversee(s) accountants and auditors in uk						g

																	how far is ponte vedra beach from jacksonville fl						g

																	is north korea a member of united nation						g

																	the right to choose your own religions or no religion at all is part of the _ amendment						g

																	when does tdog die in the walking dead						g

																	who does danny devito play in space jam						g

																	miss you like the deserts miss the rain original						g

																	which of the following is not a european minority ethnic group						g

																	when was the plane landed on the hudson river						g

																	how often does a speed limit sign need to be posted						g

																	what is the purpose of the battery in this electrolytic cell						g

																	who hit the first mlb interleague home run in 1997						g

																	what channel will cobra kai be on in uk						g

																	what does the song do it again by steely dan mean						g

																	what are the powers of the prime minister of india						g

																	what is the objective of dark souls 3						g

																	who is the top general in the us army						g

																	how can a president win the electoral college but not the popular vote						g

																	when does a bald eagle get its white head						g

																	what is a thermos flask and how does it work						g

																	what is the job of a us marshal						g

																	oh lord please don't let me be misunderstood layer cake						g

																	heavy is the head that wears he crown						g

																	list of senators who voted against the civil rights act of 1964						g

																	how did puerto rico become a territory of the united states						g

																	what is the highest security prison in the uk						g

																	who sang the song it's the final countdown						g

																	where do black and white cats come from						g

																	what was the biggest win in nba history						g

																	where is the champions league final 2017 being played						g

																	the ribosome binding site interacts with which specific molecule in the ribosome						g

																	all i want for christmas is a dog charlie brown						g

																	who was responsible for creating gothic style architecture						g

																	when did the mughal rule come to an end						g

																	bring it on fight to the finish lines						g

																	when does luke cage come out on netflix						g

																	who sings the song can you take me higher						g

																	who said bye felicia in the movie friday						g

																	what was the purpose of the court packing plan						g

																	which of his fourteen points were included in the final peace treaties						g

																	where did the phrase once more with feeling come from						g

																	what verse of the bible was sinners in the hands of an angry god based on						g

																	when was the movie sound of music made						g

																	shes got the whole world in her hands						g

																	when was the torres strait islander flag first flown						g

																	who won all england open championship in 2001						g

																	what are the three largest cities in mississippi						g

																	who won the golden boot and golden glove						g

																	nba players with 60 points in a game						g

																	what caused the war between ethiopia and eritrea						g

																	who wore the darth vader costume in star wars						g

																	when does episode 5 of what's wrong with secretary kim come out						g

																	to great britain the signing of the declaration of independence was						g

																	which indian bird has been included in world conservation list						g

																	how did the protestant reformation affect european women’s lives in the sixteenth century						g

																	what kind of dog are the direwolves in game of thrones						g

																	when did pa become the state of independence						g

																	a substance in which there are different types of atom but they are not chemically bonded is called						g

																	who is the guy who does vogue 73 questions						g

																	which of the following was not part of the holy alliance						g

																	which of the following countries are contiguous with afghanistan						g

																	does the colorado river still reach the ocean						g

																	what is the channel for abc family on direct tv						g

																	what is the bill of rights in canada						g

																	can you deploy us troops on us soil						g

																	where was the movie passion of christ filmed						g

																	when does lucifer season 3 episode 20 air						g

																	where is uranium found and how abundant is it						g

																	where did the sun and the planets in our solar system come from						g

																	what is the poetry book in dead poets society						g

																	give me a list of restaurants in this area						g

																	when was royal caribbean liberty of the seas built						g

																	2009 ford f 150 6 speed automatic transmission						g

																	why this kolaveri di song of which movie						g

																	when is the new episode of lucifer airing						g

																	how long does it take for suspension trauma to set in						g

																	who sang the song loser in the 90s						g

																	who is the second ranking leader in the house						g

																	twilight zone the mind and the matter cast						g

																	what are the parts of human breathing system						g

																	what is aboriginal or torres strait islander descent						g

																	who was the first president to call his residence the white house						g

																	who played murray's dad on the goldbergs						g

																	love lift me up where we belong movie						g

																	who sings meant to be with bebe rexha						g

																	when does the mens big bash league start						g

																	how many marvel movies has samuel l jackson been in						g

																	hbo there's something wrong with aunt diane						g

																	who is on the world most wanted list						g

																	who is the guy that does the arby commercials						g

																	when did the unbreakable kimmy schmidt come out						g

																	where did quarterback foles go to high school						g

																	who does grace marry in will and grace						g

																	who was involved in the johnson county war						g

																	america's incarceration rate compared to other countries						g

																	when did season 11 of grey anatomy start						g

																	what is the name of tax free port in india						g

																	who wants to be a millionaire current host						g

																	who won the nba basketball championship this year						g

																	how many usa domestic producers of commercial aircraft are there today						g

																	which government agency is responsible for the keeping of the national funds of the government						g

																	who is the hitman in just getting started						g

																	the amendment process was included in the constitution in order to						g

																	what was the result of the maastricht treaty						g

																	what was shine on you crazy diamond about						g

																	how to in text cite a wikipedia page						g

																	who sings the song you were always on my mind						g

																	when do we find out cece killed wilden						g

																	which structure is an essential part of most fungal reproduction						g

																	who made the bible into chapters and verses						g

																	when does lofe of the party come out						g

																	does stefan's constant depend upon wavelength of radiation						g

																	when does mens hockey start at the olympics						g

																	when did they put up the rocky statue						g

																	when was the last time the us did not qualify for the world cup						g

																	who plays sura in kurt seyit and sura						g

																	who plays danny's wife on blue bloods						g

																	what us banks have branches in the uk						g

																	where does tom get his ideas for the gang						g

																	what would be a direct result of an increased number of blood cells						g

																	where did the jolly roger flag come from						g

																	who sang daddy don't you walk so fast						g

																	where is the soldier kissing the nurse statue						g

																	what is the plot of the movie michael clayton						g

																	embryonic biopsy as part of pre-implantation genetic diagnosis						g

																	who wrote the song she talks to angels						g

																	the katz v. united states (1967) case is known for establishing that						g

																	who is a famous person from washington state						g

																	what are the languages spoken in the bahamas						g

																	where has the spinning jenny been used throughout history						g

																	what is the name of the turkish city formerly known as constantinople						g

																	can i adopt someone over 18 in the uk						g

																	when did fast and furious 6 come out						g

																	who has the most undefeated record in boxing						g

																	who makes the most money on married to medicine						g

																	when does the next episode of steven universe come out						g

																	who won the uefa champions league in 1978						g

																	how many times has facebook amended its privacy policy since it launched its business						g

																	how many times does the moon go around the earth						g

																	can you pick up from the discard pile in rummy						g

																	what is the meaning of the song piece by piece						g

																	where do humans fall on the tree of life						g

																	who won the us open tennis women's singles championship in 2013						g

																	where did the ioway tribe live in iowa						g

																	how many countries can one be a citizen of						g

																	what were the sides in the bosnian war						g

																	the one that got away movie in gma						g

																	the river separates india as north and south						g

																	a bot herder can do which of the following with compromised computers						g

																	what is the movie at close range about						g

																	where is horn island on map of australia						g

																	how old is the united state of america						g

																	when are the magnetic tapes used and how						g

																	who migrated to maryland during colonization of america						g

																	which is the biggest word in english dictionary						g

																	why is the enthalpy of formation of an element zero						g

																	who did the eagles loss to this year						g

																	where is the national emblem of india found						g

																	first woman chief justice of a high court in india						g

																	what is a b on a gpa scale						g

																	who has won the most oscars for costume design						g

																	bugyals also known as nature's own gardens are						g

																	what do you call a person that thinks they are always sick						g

																	who were some of the survivors on the titanic						g

																	which is not a significant location for sauvignon blanc						g

																	when does haley tell nathan she's pregnant in season 4						g

																	who does laura dern play in big little lies						g

																	when did god your mama and me come out						g

																	who wrote the song end of the beginning						g

																	what is the temperature at which the substance can be both in the solid and the liquid phase						g

																	when did they drop the atomic bomb on hiroshima						g

																	how did intellectual life change in europe with the appearance of universities						g

																	is the african union part of the un						g

																	what cycle does the cpu carry out continuously to process instructions						g

																	what is command in dos explain the internal commands explain the external commands						g

																	don't go breaking my heart song in movie						g

																	where do the new hampshire fisher cats play						g

																	capital of china's jiangsu province on the yangtze						g

																	who has the fastest serve in female tennis						g

																	who is the golfer on top of the ryder cup trophy						g

																	what was the reason for french colonies to be created						g

																	what two forms of government does switzerland have						g

																	what on the bottom of the ocean floor						g

																	what do you mean by joins and explain types of joins						g

																	oh where have you been lord randal my son						g

																	what country was game of thrones filmed in						g

																	john donne a valediction of my name in the window summary						g

																	where did the term hush puppies come from						g

																	the rhino brothers present the world's worst records						g

																	describe the concept of nation-state and how these developed in italy german and france						g

																	where is the highest level of fluoride stored in the teeth						g

																	where do the bodies in the bodies exhibit come from						g

																	the simpsons season 29 episode 2 full episode						g

																	where does the movie fifty shades of grey take place						g

																	name of the land which would become the savannah colony						g

																	do dogs have sweat glands on their tongues						g

																	who does the voice of joe swanson from family guy						g

																	who makes up the legislature in south africa						g

																	when was the last time england played world cup final						g

																	who wrote lyrics to you are my sunshine						g

																	what percentage of the australian population identified as protestant in 1945						g

																	what kind of cases do the court of appeals hear						g

																	who played andre on days of our lives						g

																	who was the original director of justice league						g

																	band in zenon girl of the 21st century						g

																	what are pacs and what do they do						g

																	what do they call canadian geese in canada						g

																	what is the meaning of the evil eye in turkey						g

																	what type of dog is a boston terrier						g

																	is 12am the start or end of the day						g

																	who was given credit for freeing the hostages						g

																	where does the saying time flies come from						g

																	methinks the lady doth protest too much 500 days of summer						g

																	star trek deep space nine emissary part 1						g

																	who played the pharmacist in it's a wonderful life						g

																	who wrote let the bodies hit the floor						g

																	who sang diamonds are forever in the james bond movie						g

																	who played ryan's dad on last man standing						g

																	who is 2017 african footballer of the year						g

																	what increased within the united states as a result of the great depression						g

																	who had a crush on helga in hey arnold						g

																	who is the servant through whom allah provided the quran						g

																	the blue field on the us flag is called						g

																	when did concord become the capital of new hampshire						g

																	who is the bad and the beautiful based on						g

																	who sings if i could save time in a bottle						g

																	what do you call the fans of got7						g

																	what are the 10 richest states in america						g

																	flannery o'connor a good man is hard to find story						g

																	do ac milan and inter milan share the same stadium						g

																	which of the following is the best single reason why the united states has a two party system						g

																	who wrote we don't need another hero						g

																	when is memory allocated for static variable in c++						g

																	who wrote the song all i want for christmas is you						g

																	what was the primary export product of eastern europe to west						g

																	what is the function of a hypothesis in the scientific inquiry process						g

																	forex and cfds are standardised financial products with rules set by exchanges						g

																	when was the first car driven in the uk						g

																	words to funeral for a friend by elton john						g

																	what were the reasons for passing the affordable care act						g

																	who wrote the lyrics to back in black						g

																	u.s. national archives and records administration (nara)						g

																	list the five (5) components a theory of virtue should have						g

																	where did saved by the bell take place						g

																	office of foreign assets control (ofac) of the u.s. department of the treasury						g

																	who was the first african american elected to the united states senate						g

																	what time can pubs serve alcohol in england						g

																	which test is specific for the breakdown of stabilized fibrin						g

																	what is the star of david and what does it symbolize						g

																	how do you get a canadian social insurance number						g

																	dragons race to the edge season 7 ep 4						g

																	who played the lion in the movie the wiz						g

																	where does the term pinky finger come from						g

																	who sang the original nothing compares to you						g

																	which of the following are elements of a marine expeditionary force						g

																	how many episodes per season of naruto shippuden						g

																	where is the normal cardiac action potential initiated						g

																	who played catelyn stark in game of thrones						g

																	at one point during the first world war the french prime minister						g

																	when do wath comp go back to school						g

																	who took a firm stand in the boston police strike						g

																	how many times have the patriots lost to the giants in the super bowl						g

																	types of file systems supported by win xp & win7						g

																	what are the odds of flipping four heads in a row						g

																	how long is air force officer basic training						g

																	what is the order of heirs to the british throne						g

																	what tv stations in chicago are owned by sinclair						g

																	who made the movie fifty shades of grey						g

																	what are the two offical languages of puerto rico						g

																	when did the winter and summer olympics seperate						g

																	who plays camille mother in death in paradise						g

																	curium-242 was synthesized by bombarding an isotope with alpha particles						g

																	this is my rifle this is my gun quote from full metal jacket						g

																	which invention delivered electricity to homes and businesses in the late 1800						g

																	when did the passenger plane become a reality						g

																	how many gates are there in nagarjuna sagar dam						g

																	site of the final victory of the american revolution						g

																	who played paul howe in black hawk down						g

																	who plays the flea in monster in paris						g

																	which of the following is known as the westminster model						g

																	applying for a canadian visa from st vincent and grenadines						g

																	what is the upcoming world of warcraft expansion						g

																	how can i be a citizen of canada						g

																	which option represents the main topic of the outline						g

																	where was the 1973 movie jesus christ superstar filmed						g

																	who sang the song i love you a bushel and a peck						g

																	lucy in the sky with diamonds yellow submarine movie						g

																	steel authority of india limited relevance to indian economy						g

																	who does seth macfarlane play on american dad						g

																	how much did an ipod nano cost in 2008						g

																	march comes in like a lion part 2 movie						g

																	who is the first and only indian to be appointed as governor general of india						g

																	how many episodes in the last series of pretty little liars						g

																	how much does each episode of star trek discovery cost						g

																	where do the sacramento kings play at home						g

																	explain the roles and function of reserve bank of india in detail						g

																	where is ancient israel located on a map						g

																	i got a pocket got a pocketful of sunshine song						g

																	where did the expression bury the hatchet come from						g

																	mr wilson's wife on dennis the menace						g

																	nearest metro station to majnu ka tilla delhi						g

																	when did the eagles last win the superbowl						g

																	describe how peripheral nerve cutaneous innervation relates to the concept of a dermatome						g

																	the set of northbridge and the southbridge are collectively known as the						g

																	who plays the zodiac killer in the movie						g

																	what does the name christian mean in greek						g

																	who oversees the operations of the federal reserve						g

																	token economy is a technique used in what type of therapy						g

																	who plays calvin in a wrinkle in time						g

																	how many episodes to season 2 of stranger things						g

																	who sang he going to step on you again						g

																	how many states in america have new in them						g

																	what responsibilities does the speaker of the house have						g

																	what are the causes for second world war						g

																	what is the gold cat in chinese restaurants						g

																	dalziel and pascoe a death in the family plot						g

																	where does the force awakens fit into star wars						g

																	the rocky horror picture show let's do the time warp again cast						g

																	when was dna first discovered and by whom						g

																	visa free countries for canadian passport holders 2017						g

																	where did they live in the wonder years						g

																	when was the call of the wild published						g

																	who sings the song i hate myself for loving you						g

																	what is the largest of the seven sister states of northeast india						g

																	who has the most national goals in soccer						g

																	when did the first madea movie come out						g

																	who plays the shadow man in princess and the frog						g

																	i do like to be by the seaside						g

																	who plays the ex wife on the orville						g

																	secretions from the skin such as sweat protect the body because they						g

																	had we but world enough and time / this coyness lady were no crime						g

																	what was the significance of the zhou mandate of heaven						g

																	what was agent orange used for in the vietnam war						g

																	what is l's real name from death note						g

																	premier league team most goals in a season						g

																	who played alice in once upon a time						g

																	red flag is the newspaper of which country						g

																	the great comet original cast the great comet of 1812						g

																	the american system included support for which programs						g

																	new deal contemporary liberalism did which of the following						g

																	where does the hound of baskervilles take place						g

																	who served the longest term as president of the united states						g

																	how did the english parliament became the model for future representative institutions						g

																	list the five major events in the evolutionary history of plants						g

																	who sings bring your sweet loving home to me						g

																	list and describe three reasons why revolutions broke out in 1830 and 1848						g

																	who won the big ten championship in football						g

																	what is one of the key components involved in almost all social engineering attacks						g

																	andy williams moon river and other great movie themes						g

																	where is the 2020 olympic games going to be held						g

																	when does amelia shepherd come on private practice						g

																	what episode does luffy fight in the colosseum						g

																	what is sue's real name from the middle						g

																	how many jehovah witnesses in the united states						g

																	mughal emperor who shifted capital from agra to delhi						g

																	who won the world cup in past years						g

																	who created the fresh prince of bel air						g

																	is race to the top still going on						g

																	what vincent van gogh's most famous painting						g
